96827157	20715668	100
96827157	20715640	54
96827157	479642106	45
96827157	21311952	45
96827157	454924584	45
96827157	479296203	36
96827157	4424930	36
96827157	416552012	36
96827157	20715685	27
96827157	20715643	27
96827157	4424927	27
96827157	16823352	27
96827157	16823358	27
96827157	35030342	27
96827157	21311954	18
96827157	21311953	18
96827157	2923192	18
96827157	2749453	18
96827157	21616330	18
96827157	17166435	18
96827157	33162226	18
96827157	481853968	18
96827157	439076417	18
96827157	5052642	18
96827157	17149169	18
96827157	444267722	18
96827157	20715571	18
96827157	20715637	18
96827157	20715578	18
96827157	20715604	18
96827157	20715635	18
96827157	20715523	18
96827157	16823357	18
96827157	16823356	18
96827157	2922574	18
96827157	2922568	18
96827157	28768331	18
96827157	28768329	18
96827157	28768320	18
96827157	26484910	18
96827157	28768333	18
96827157	28768326	18
96827157	28768322	18
96827157	28768330	18
96827157	34380343	18
96827157	4424925	9
96827157	2530523	9
96827157	518989036	9
96827157	479642105	9
96827157	479296202	9
96827157	21311956	9
96827157	21311955	9
96827157	21312012	9
96827157	2749481	9
96827157	2749473	9
96827157	2749469	9
96827157	2749465	9
96827157	2749461	9
96827157	2749457	9
96827157	16409002	9
96827157	28684762	9
96827157	1975251	9
96827157	16866785	9
96827157	17860124	9
96827157	3880911	9
96827157	366956	9
96827157	366954	9
96827157	366952	9
96827157	438466312	9
96827157	439122214	9
96827157	28254017	9
96827157	1935918	9
96827157	21616332	9
96827157	399354289	9
96827157	475073155	9
96827157	31721559	9
96827157	466843895	9
96827157	437311163	9
96827157	470736867	9
96827157	455721290	9
96827157	16837172	9
96827157	17061169	9
96827157	17061186	9
96827157	17061168	9
96827157	5214495	9
96827157	17124734	9
96827157	3986194	9
96827157	17124969	9
96827157	19929000	9
96827157	438801597	9
96827157	17054867	9
96827157	3817271	9
96827157	3817300	9
96827157	3817288	9
96827157	4424662	9
96827157	20715633	9
96827157	20715574	9
96827157	4895943	9
96827157	34142762	9
96827157	432821627	9
64637068	417833348	100
64637068	442869498	99
64637068	421423806	95
64637068	31311140	93
64637068	186016	83
64637068	436514312	82
64637068	30635706	78
64637068	32507038	73
64637068	27598482	71
64637068	40147565	71
64637068	418603077	68
64637068	29850679	67
64637068	534385863	63
64637068	710048	63
64637068	108543	63
64637068	28819192	62
64637068	160035	60
64637068	29850681	60
64637068	29850685	60
64637068	28274794	59
64637068	186145	59
64637068	30431376	58
64637068	29814898	58
64637068	108134	57
64637068	169140	56
64637068	186014	56
64637068	22833463	55
64637068	374923	54
64637068	186023	53
64637068	25794006	52
64637068	28457955	51
64637068	453573934	50
64637068	32217108	50
64637068	374934	50
64637068	25643354	50
64637068	29850686	48
64637068	208958	47
64637068	306662	46
64637068	415792881	46
64637068	186128	46
64637068	25794011	45
64637068	287231	45
64637068	108242	45
64637068	350760	44
64637068	28731023	44
64637068	40147554	43
64637068	131583	43
64637068	32358362	43
64637068	18449230	43
64637068	471385043	42
64637068	29979822	42
64637068	28302272	42
64637068	108827	42
64637068	101126	42
64637068	29722126	42
64637068	27808044	42
64637068	307591	41
64637068	30903117	40
64637068	108425	40
64637068	32619064	40
64637068	435948584	39
64637068	374930	39
64637068	82194	39
64637068	186119	39
64637068	421423808	38
64637068	186114	38
64637068	29812654	37
64637068	418602086	37
64637068	40147559	37
64637068	440411424	36
64637068	418602084	36
64637068	82496	36
64637068	209586	36
64637068	420397572	35
64637068	27937521	35
64637068	82453	35
64637068	17494600	35
64637068	92311	35
64637068	29593816	35
64637068	40147564	35
64637068	40147552	35
64637068	1696676	35
64637068	108432	34
64637068	186021	34
64637068	186064	34
64637068	1697657	34
64637068	1698421	34
64637068	29850683	34
64637068	29401808	33
64637068	185879	33
64637068	374950	33
64637068	230589	33
64637068	287071	33
64637068	247514	33
64637068	1697617	33
64637068	108136	33
64637068	108578	33
64637068	514055051	32
64637068	29755057	32
64637068	462516364	31
137289279	29414460	100
137289279	233866	83
137289279	409941123	73
137289279	28111864	62
137289279	381825	62
137289279	406072140	57
137289279	522529247	57
137289279	412911786	49
137289279	405167769	42
137289279	29979822	42
137289279	34609166	40
137289279	406072144	38
137289279	30635706	38
137289279	31445772	38
137289279	27591444	35
137289279	502103677	35
137289279	28285910	35
137289279	38576323	35
137289279	437292675	34
137289279	34923114	34
137289279	28940192	33
137289279	34380395	33
137289279	31445554	33
137289279	26427663	33
137289279	202369	32
137289279	418603077	31
137289279	33872719	31
137289279	411314656	30
137289279	202336	30
137289279	26145722	30
137289279	28126380	30
137289279	30635613	30
137289279	347355	30
137289279	399353769	30
137289279	33471531	29
137289279	381858	28
137289279	35476048	28
137289279	41660050	28
137289279	414706021	28
137289279	297748	28
137289279	30251345	28
137289279	29567189	28
137289279	148869	28
137289279	29371211	27
137289279	415086030	27
137289279	413812448	27
137289279	408814900	27
137289279	25702070	27
137289279	28561288	27
137289279	33850772	26
137289279	25731320	26
137289279	185699	26
137289279	407761964	26
137289279	29750167	26
137289279	31654492	26
137289279	29747956	25
137289279	411921863	25
137289279	416384016	25
137289279	32531114	25
137289279	106361	25
137289279	399353128	25
137289279	28692862	25
137289279	27501813	25
137289279	399342750	25
137289279	370577	25
137289279	29715559	25
137289279	29567192	25
137289279	415085822	24
137289279	25843036	24
137289279	27646204	24
137289279	35678975	24
137289279	28009051	24
137289279	27901533	24
137289279	25702173	24
137289279	413829873	23
137289279	416384121	23
137289279	412319476	23
137289279	25657607	23
137289279	26508240	23
137289279	29747622	23
137289279	5255798	23
137289279	26522011	23
137289279	29567191	23
137289279	28053533	23
137289279	364958	23
137289279	387457	23
137289279	413830139	23
137289279	410801653	23
137289279	34376125	23
137289279	440241032	22
137289279	412319072	22
137289279	39745065	22
137289279	386844	22
137289279	28935309	22
137289279	28310935	22
137289279	438466308	21
137289279	437755948	21
137289279	210089	21
137289279	93599	21
137289279	329371	21
33278479	18499911	100
33278479	18637632	95
33278479	27731282	95
33278479	27955657	94
33278479	27591218	60
33278479	65766	57
33278479	17538867	56
33278479	27588992	55
33278479	65126	54
33278479	4054121	50
33278479	3977931	47
33278479	3935139	46
33278479	27570917	46
33278479	4330114	46
33278479	4441159	45
33278479	26635188	45
33278479	18520184	45
33278479	18212758	44
33278479	4153366	44
33278479	26902557	44
33278479	5042951	44
33278479	406238	43
33278479	1235689	42
33278479	26060065	41
33278479	1926761	41
33278479	134001	41
33278479	20200923	41
33278479	3225602	40
33278479	2870865	40
33278479	20952125	40
33278479	2529459	40
33278479	2529472	40
33278479	28481787	40
33278479	17625647	39
33278479	19184896	39
33278479	16336966	39
33278479	21311962	39
33278479	1217823	39
33278479	1606099	39
33278479	20744788	39
33278479	356587	38
33278479	18861490	38
33278479	1354660	38
33278479	5412052	38
33278479	247864	38
33278479	27644359	38
33278479	4459621	38
33278479	3026472	38
33278479	1696373	38
33278479	27901223	38
33278479	1695916	37
33278479	2070502	37
33278479	17996972	37
33278479	1926683	37
33278479	329371	37
33278479	26624725	36
33278479	19554993	36
33278479	4878140	36
33278479	543793	36
33278479	28815250	36
33278479	5352151	36
33278479	28692585	35
33278479	190130	35
33278479	27540404	35
33278479	139718	35
33278479	406232	35
33278479	28528983	34
33278479	22746090	34
33278479	117218	34
33278479	22712173	34
33278479	2923501	34
33278479	4405800	34
33278479	2060446	34
33278479	5035861	34
33278479	190119	34
33278479	189676	33
33278479	26523035	33
33278479	26484066	33
33278479	16866796	33
33278479	16468498	32
33278479	72408	32
33278479	2061739	32
33278479	16139381	32
33278479	5053626	32
33278479	1783906	32
33278479	16466011	32
33278479	357126	32
33278479	3225595	32
33278479	5048937	31
33278479	29535483	31
33278479	16139394	30
33278479	1270455	30
33278479	3932159	30
33278479	2532290	30
33278479	17625646	30
33278479	28665224	30
33278479	1791490	30
33278479	1648614	30
33278479	20952200	30
33278479	16468497	30
111600156	32922450	100
111600156	326705	86
111600156	21794248	82
111600156	188325	82
111600156	21809253	69
111600156	109729	65
111600156	471403427	65
111600156	407185487	65
111600156	2112908	65
111600156	444269912	60
111600156	405599119	56
111600156	19150930	56
111600156	450048216	52
111600156	21073660	52
111600156	427016671	52
111600156	27867449	52
111600156	37196629	52
111600156	65588	52
111600156	188989	47
111600156	439122981	47
111600156	18615491	47
111600156	27452338	47
111600156	292246	47
111600156	64634	47
111600156	5119054	47
111600156	30830447	47
111600156	40147555	47
111600156	402073803	47
111600156	4173060	47
111600156	29378930	47
111600156	60263	43
111600156	60274	43
111600156	407185490	43
111600156	441612583	43
111600156	30212877	43
111600156	65198	43
111600156	26608518	43
111600156	410042104	43
111600156	34923114	43
111600156	34922419	43
111600156	17240029	39
111600156	407185494	39
111600156	465973529	39
111600156	36392029	39
111600156	28613251	39
111600156	445867344	39
111600156	445867334	39
111600156	3935139	39
111600156	441489974	39
111600156	26243686	39
111600156	5048569	39
111600156	26590193	39
111600156	28287966	39
111600156	4279267	39
111600156	404784869	39
111600156	4238134	39
111600156	16333266	39
111600156	30431337	39
111600156	412175989	39
111600156	5059144	39
111600156	1610898	39
111600156	438462713	34
111600156	472746454	34
111600156	28884019	34
111600156	446875144	34
111600156	64034	34
111600156	31010794	34
111600156	461864020	34
111600156	26494496	34
111600156	407185491	34
111600156	18933056	34
111600156	26565006	34
111600156	26075399	34
111600156	28285910	34
111600156	432506809	34
111600156	27846862	34
111600156	27937678	34
111600156	4102682	34
111600156	419077062	34
111600156	40157645	34
111600156	4238109	34
111600156	17800983	34
111600156	108108	34
111600156	4397011	34
111600156	21973397	34
111600156	18360131	34
111600156	27928130	34
111600156	1299919	34
111600156	4279445	34
111600156	1990093	34
111600156	2532494	34
111600156	26524369	34
111600156	28243874	34
111600156	5027083	34
111600156	28875325	34
111600156	28143762	34
111600156	27955653	34
111600156	407761576	34
111600156	28038284	30
111600156	405599687	30
63997490	286820	100
63997490	516657213	94
63997490	298258	73
63997490	516224840	72
63997490	407761299	63
63997490	28111262	59
63997490	516657215	56
63997490	514055051	56
63997490	316510	51
63997490	27598818	50
63997490	394688	48
63997490	520167125	47
63997490	447926067	47
63997490	28138170	47
63997490	27646196	46
63997490	316486	42
63997490	501859804	40
63997490	405089429	40
63997490	516657214	39
63997490	410629836	38
63997490	288075	38
63997490	33471531	38
63997490	447925058	36
63997490	29567189	35
63997490	316509	35
63997490	544070223	34
63997490	487190794	34
63997490	473470191	34
63997490	530995556	32
63997490	31721697	32
63997490	1235689	32
63997490	436514312	31
63997490	188550	31
63997490	316405	30
63997490	27698711	30
63997490	38576323	28
63997490	441612583	27
63997490	286912	27
63997490	414706021	26
63997490	188522	26
63997490	94714	26
63997490	188376	26
63997490	308353	26
63997490	298250	26
63997490	524913489	25
63997490	516655202	25
63997490	447925066	25
63997490	33850772	25
63997490	29823756	25
63997490	109114	25
63997490	30051774	25
63997490	316654	25
63997490	110236	25
63997490	466003537	23
63997490	516654223	22
63997490	516654222	22
63997490	26508242	22
63997490	28111267	22
63997490	94547	22
63997490	38392240	22
63997490	95578	22
63997490	188878	22
63997490	193477	22
63997490	454693370	21
63997490	439139384	21
63997490	29805952	21
63997490	511416950	19
63997490	546722350	19
63997490	516655204	19
63997490	516655203	19
63997490	514765774	19
63997490	41634014	19
63997490	407677997	19
63997490	30148268	19
63997490	29567191	19
63997490	105886	19
63997490	316637	19
63997490	513360721	18
63997490	280954	18
63997490	453459809	18
63997490	437608773	18
63997490	432509483	18
63997490	31680525	18
63997490	34380395	18
63997490	316517	18
63997490	29567193	18
63997490	27483203	18
63997490	486228042	17
63997490	532940282	17
63997490	30621954	17
63997490	5049171	17
63997490	437292675	17
63997490	26508186	17
63997490	418279593	17
63997490	408212737	17
63997490	40140643	17
63997490	32785335	17
63997490	29897953	17
63997490	188384	17
63997490	135355	17
1414503749	534385863	100
1414503749	470795480	34
1414503749	407677607	17
1414503749	539941039	13
1414503749	536502758	13
1414503749	445886994	8
1414503749	461525011	8
1414503749	509728841	8
1414503749	536624883	8
1414503749	441491828	4
1414503749	507116418	4
1414503749	535693399	4
1414503749	423227267	4
1414503749	33035611	4
1414503749	501220770	4
1414503749	37653063	4
1414503749	440208643	4
1414503749	18059932	4
1414503749	432509483	4
1414503749	408250378	4
1414503749	466370500	4
1414503749	375168	4
1414503749	374910	4
1414503749	446557042	4
1414503749	549138669	4
1414503749	548489321	4
1414503749	531295576	4
330044722	287035	100
330044722	30431364	72
330044722	29431066	72
330044722	166321	64
330044722	31445554	59
330044722	29414037	56
330044722	30431376	54
330044722	445665094	51
330044722	29535531	48
330044722	29753832	48
330044722	415086030	45
330044722	421423806	43
330044722	421423808	40
330044722	31445772	37
330044722	30431373	37
330044722	30431372	37
330044722	437292675	35
330044722	31152310	35
330044722	19278706	35
330044722	421563717	35
330044722	1380261	35
330044722	1380258	35
330044722	1380252	35
330044722	1380255	35
330044722	1380248	35
330044722	1380244	35
330044722	1380240	35
330044722	1380237	35
330044722	19278707	32
330044722	421563711	32
330044722	30051774	32
330044722	30431365	32
330044722	1380234	32
330044722	1380268	32
330044722	1380265	32
330044722	1380263	32
330044722	29753861	32
330044722	410714658	29
330044722	29431061	29
330044722	421563718	29
330044722	1380290	29
330044722	1380287	29
330044722	1380283	29
330044722	1380279	29
330044722	1380275	29
330044722	1380271	29
330044722	33525647	29
330044722	428350844	29
330044722	351231	27
330044722	35678975	27
330044722	19278708	27
330044722	19278705	27
330044722	428375887	27
330044722	2006282	27
330044722	421563714	27
330044722	30431374	27
330044722	28283345	27
330044722	408212737	27
330044722	29772412	27
330044722	417833356	24
330044722	30431367	24
330044722	2006246	24
330044722	428375888	24
330044722	30431369	24
330044722	30431377	24
330044722	30051773	24
330044722	30431370	24
330044722	29812654	24
330044722	436147229	24
330044722	299650	24
330044722	287617	24
330044722	410628900	24
330044722	410629860	24
330044722	408814900	21
330044722	29979822	21
330044722	442315773	21
330044722	2006225	21
330044722	428375889	21
330044722	2006227	21
330044722	36308884	21
330044722	421563713	21
330044722	421563715	21
330044722	29431060	21
330044722	421563712	21
330044722	79938	21
