262210417	2
118503377	1
136214402	1
120664070	1
282958181	1
302706856	1
305224415	1
267746070	1
306639202	1
106437994	1
59079	1
378692613	1
259958005	1
40136303	1
273286089	1
440974463	1
370175843	1
127165291	1
430098109	1
362862359	1
318814351	1
376646260	1
419035892	1
480496028	1
61039729	1
55221602	1
577190055	1
477585789	1
372050240	1
1588861	1
405931764	0
69767417	0
287658774	0
100159035	0
273638282	0
100028937	0
291430596	0
327185448	0
269441392	0
273423557	0
395098356	0
502280760	0
1650156	0
411379243	0
447172693	0
54001	0
102812699	0
322256713	0
125622	0
348975676	0
50301017	0
42177447	0
564121672	0
959485	0
408430874	0
265857274	0
1950207	0
398551500	0
96780782	0
74412924	0
287934840	0
58473093	0
1274012	0
249903276	0
114358079	0
303871317	0
85363134	0
339433406	0
37133117	0
396697280	0
80178394	0
308343134	0
296658169	0
265123011	0
69880203	0
342085125	0
111379009	0
427260740	0
254786049	0
69992071	0
74063376	0
363076202	0
261865318	0
324122123	0
345948141	0
309862007	0
358812733	0
379907802	0
105157079	0
58052228	0
257057033	0
95800841	0
491154701	0
335770341	0
423595344	0
17849185	0
441475793	0
117845232	0
126852876	0
53157594	0
561804161	0
292122033	0
83453053	0
261536954	0
128134225	0
7439395	0
49555445	0
491287481	0
281451806	0
412615977	0
249301317	0
719515	0
408591458	0
2750601	0
43020152	0
468327284	0
422188672	0
261459392	0
58363272	0
447060669	0
88800665	0
6685470	0
119070902	0
468950262	0
102040940	0
392096639	0
301661833	0
111722462	0
252403	0
240432	0
261616096	0
283910279	0
387970668	0
114821549	0
483562296	0
451952447	0
262209	0
111860345	0
431229789	0
446854524	0
569706897	0
96023521	0
410836848	0
1791373	0
256956345	0
58424926	0
114577256	0
351705239	0
6994462	0
100235512	0
102033989	0
279968018	0
469026719	0
132165225	0
348130	0
106570802	0
47244315	0
545334221	0
17375065	0
331765893	0
446740965	0
86839001	0
417409266	0
14192474	0
455739108	0
426201701	0
115693832	0
96543298	0
38335499	0
246048681	0
46713112	0
348772549	0
559612368	0
3643766	0
435388291	0
264970054	0
453499067	0
58207521	0
315485101	0
308870097	0
197534	0
311004950	0
255329623	0
446110160	0
387822598	0
434531188	0
480647182	0
416096725	0
44097709	0
496763467	0
299748533	0
132978577	0
364769793	0
513823875	0
531202835	0
299898400	0
5602086	0
104097487	0
378946906	0
349686295	0
328507451	0
1950059	0
291551773	0
87752603	0
254924886	0
351530675	0
295624901	0
55310158	0
334089919	0
268613	0
117229635	0
96491714	0
124403666	0
129642264	0
306891092	0
33622433	0
51235657	0
120237297	0
246888509	0
475499329	0
38361593	0
66218420	0
386388334	0
371199713	0
264577360	0
445238436	0
33991104	0
489623160	0
110394808	0
130118387	0
453532839	0
116511740	0
284151082	0
375617748	0
272851948	0
503565682	0
431067588	0
126351591	0
452741535	0
72111237	0
41848076	0
3846283	0
360499342	0
29320759	0
471432472	0
112577330	0
454810314	0
93369080	0
1330829	0
2897949	0
2124186	0
36725438	0
117121258	0
327710860	0
255305642	0
73993385	0
77206978	0
34600648	0
76505035	0
327917313	0
124062325	0
94899976	0
264917140	0
62985475	0
104606630	0
133896131	0
93782424	0
281374076	0
277102761	0
422254493	0
46440282	0
33544013	0
509972617	0
490005872	0
433486946	0
80086	0
266481	0
578116174	0
442745077	0
321643472	0
249676809	0
135884997	0
110716527	0
514519318	0
2299630	0
468214811	0
105399667	0
355159156	0
372380180	0
7775284	0
28495954	0
507306109	0
371990934	0
485566149	0
544320939	0
107467989	0
115016109	0
2712607	0
317170695	0
94676923	0
574765470	0
116729598	0
117496350	0
250768835	0
307817995	0
330506037	0
574089445	0
312366870	0
579227418	0
120039733	0
252126095	0
477250336	0
266985787	0
437868414	0
1611157	0
335381193	0
301260687	0
343024295	0
301514624	0
283561130	0
281222543	0
350827726	0
439198035	0
276786340	0
85050875	0
103252203	0
321157	0
2244907	0
40827221	0
3194171	0
117039661	0
296692679	0
270218165	0
314087797	0
41455956	0
435110017	0
317471305	0
6820987	0
425127133	0
44770725	0
110130542	0
251228051	0
440522245	0
441530523	0
279792684	0
339133609	0
348112518	0
113210083	0
10916222	0
55070341	0
533734373	0
263801775	0
310011	0
434623684	0
323608686	0
504212263	0
32767277	0
956450	0
29277216	0
444997118	0
323779591	0
368155816	0
548730939	0
386024500	0
277564985	0
116960052	0
121663843	0
419148415	0
80538440	0
96001	0
342536150	0
291408800	0
45803217	0
428712572	0
377913809	0
606381	0
258974781	0
87966422	0
386419534	0
293831157	0
413021805	0
62015075	0
103607567	0
480614345	0
549619719	0
270710381	0
20867751	0
48133617	0
304374131	0
351465461	0
306778760	0
51475401	0
251771356	0
135755461	0
42484835	0
562305910	0
351626752	0
315062844	0
113533128	0
499291672	0
92096253	0
404295294	0
131399044	0
368424977	0
57382163	0
356504822	0
376633674	0
51177133	0
312188155	0
67071366	0
529218737	0
41757963	0
6530338	0
62516492	0
270727682	0
320002291	0
96905343	0
78594803	0
333132563	0
495767266	0
393478872	0
436452017	0
41360536	0
402918663	0
348005067	0
317795994	0
424107369	0
378633615	0
17901769	0
89333446	0
404171117	0
86723621	0
28379140	0
366320004	0
273120735	0
477296918	0
490370058	0
16861663	0
416933930	0
326910115	0
44050253	0
275516209	0
383873446	0
89921722	0
127136319	0
357273531	0
272289356	0
428595498	0
253377539	0
269782722	0
447320818	0
105630589	0
339177810	0
263882923	0
504502467	0
246847757	0
91857494	0
129922958	0
354230432	0
115378190	0
82095918	0
2225356	0
271247532	0
119006084	0
9583220	0
338312386	0
318663196	0
6735271	0
411254437	0
362510540	0
127358412	0
293686823	0
288086023	0
535704124	0
110803194	0
368623567	0
1467064	0
315616817	0
134242440	0
318853679	0
320450947	0
569767955	0
441337282	0
273304381	0
369636845	0
153015	0
400383	0
89333236	0
246814618	0
363753752	0
275930051	0
